combined_address,geometry,address
Bornholmer Straße 44 13359 Berlin,POINT (13.3937532 52.5554342),"Städt. Kita Bornholmer Straße 41-44, 44, Bornholmer Straße, 13359, Bornholmer Straße, Berlin, Deutschland"
Stettiner Straße 21 13357 Berlin,POINT (13.388293691367663 52.553957350000005),"Kindergarten Stettiner Straße 21-23, 21-23, Stettiner Straße, 13357, Stettiner Straße, Berlin, Deutschland"
Petersallee 29 13351 Berlin,POINT (13.33489905 52.5551872),"29, Petersallee, 13351, Petersallee, Berlin, Deutschland"
Nazarethkirchstraße 50 13347 Berlin,POINT (13.358958295974492 52.5477357),"50 I, Nazarethkirchstraße, 13347, Nazarethkirchstraße, Berlin, Deutschland"
Seestraße 35 13353 Berlin,POINT (13.3496104 52.5487791),"35, Seestraße, 13353, Seestraße, Berlin, Deutschland"
Soldiner Straße 21 13359 Berlin,POINT (13.3877835 52.5583958),"21, Soldiner Straße, 13359, Soldiner Straße, Berlin, Deutschland"
Sprengelstraße 35 13353 Berlin,POINT (13.3549514 52.5416788),"35, Sprengelstraße, 13353, Sprengelstraße, Berlin, Deutschland"
Feldstraße 20 13355 Berlin,POINT (13.3836596 52.5373806),"20, Feldstraße, 13355, Feldstraße, Berlin, Deutschland"
Hochstädter Straße 14 13347 Berlin,POINT (13.3642742 52.5508076),"14, Hochstädter Straße, 13347, Hochstädter Straße, Berlin, Deutschland"
Reinickendorfer Straße 62 13347 Berlin,POINT (13.3656993 52.5543368),"62, Reinickendorfer Straße, 13347, Reinickendorfer Straße, Berlin, Deutschland"
Bastianstraße 18 13357 Berlin,POINT (13.3806914 52.5504927),"18, Bastianstraße, 13357, Bastianstraße, Berlin, Deutschland"
Eulerstraße 10 13357 Berlin,POINT (13.3918215 52.5541544),"10, Eulerstraße, 13357, Eulerstraße, Berlin, Deutschland"
Sprengelstraße 33 13353 Berlin,POINT (13.3538145 52.5414435),"33, Sprengelstraße, 13353, Sprengelstraße, Berlin, Deutschland"
Fehmarner Straße 14 13353 Berlin,POINT (13.350371 52.5397193),"14, Fehmarner Straße, 13353, Fehmarner Straße, Berlin, Deutschland"
Glasgower Straße 26 13349 Berlin,POINT (13.343609025293972 52.556036399999996),"26, Glasgower Straße, 13349, Glasgower Straße, Berlin, Deutschland"
Grüntaler Straße 8 13357 Berlin,POINT (13.386439 52.5517689),"8, Grüntaler Straße, 13357, Grüntaler Straße, Berlin, Deutschland"
Türkenstraße 5 13349 Berlin,POINT (13.3484362 52.5539143),"5, Türkenstraße, 13349, Türkenstraße, Berlin, Deutschland"
Lütticher Straße 5 13353 Berlin,POINT (13.3476372 52.5465621),"5, Lütticher Straße, 13353, Lütticher Straße, Berlin, Deutschland"
Amsterdamer Straße 12 13347 Berlin,POINT (13.3572429 52.5513301),"12, Amsterdamer Straße, 13347, Amsterdamer Straße, Berlin, Deutschland"
Sparrstraße 19 13353 Berlin,POINT (13.3593597 52.5424176),"19, Sparrstraße, 13353, Sparrstraße, Berlin, Deutschland"
Sparrstraße 20 13353 Berlin,POINT (13.3593874 52.5423045),"20, Sparrstraße, 13353, Sparrstraße, Berlin, Deutschland"
Togostraße 78 13351 Berlin,POINT (13.347099 52.5493377),"78, Togostraße, 13351, Togostraße, Berlin, Deutschland"
Türkenstraße 15 13349 Berlin,POINT (13.3493473 52.5548817),"15, Türkenstraße, 13349, Türkenstraße, Berlin, Deutschland"
Wiesenstraße 28 13357 Berlin,POINT (13.3717806 52.5487826),"28, Wiesenstraße, 13357, Wiesenstraße, Berlin, Deutschland"
Sparrstraße 21 13353 Berlin,POINT (13.359589 52.5421638),"21, Sparrstraße, 13353, Sparrstraße, Berlin, Deutschland"
Amsterdamer Straße 13 13347 Berlin,POINT (13.3574937 52.5514996),"13, Amsterdamer Straße, 13347, Amsterdamer Straße, Berlin, Deutschland"
Wiesenstraße 25 13357 Berlin,POINT (13.3727945 52.5484727),"25, Wiesenstraße, 13357, Wiesenstraße, Berlin, Deutschland"
Afrikanische Straße 121 13351 Berlin,POINT (13.3356858 52.5539469),"121, Afrikanische Straße, 13351, Afrikanische Straße, Berlin, Deutschland"
Müllerstraße 8 13353 Berlin,POINT (13.3672502 52.5420422),"8, Müllerstraße, 13353, Müllerstraße, Berlin, Deutschland"
Schwedenstraße 3 13357 Berlin,POINT (13.3762026 52.5549669),"3, Schwedenstraße, 13357, Schwedenstraße, Berlin, Deutschland"
Liebenwalder Straße 45 13347 Berlin,POINT (13.361499 52.5518629),"45, Liebenwalder Straße, 13347, Liebenwalder Straße, Berlin, Deutschland"
Sparrstraße 22 13353 Berlin,POINT (13.3597173 52.5420224),"22, Sparrstraße, 13353, Sparrstraße, Berlin, Deutschland"
Stettiner Straße 56 13357 Berlin,POINT (13.3849693 52.5525522),"56, Stettiner Straße, 13357, Stettiner Straße, Berlin, Deutschland"
Stralsunder Straße 7 13355 Berlin,POINT (13.3958587 52.5403396),"7, Stralsunder Straße, 13355, Stralsunder Straße, Berlin, Deutschland"
Wollankstraße 61D 13359 Berlin,POINT (13.386247441106407 52.5601346),"Haus Römer, 61D, Wollankstraße, 13359, Wollankstraße, Berlin, Deutschland"
Exerzierstraße 32 13357 Berlin,POINT (13.3723278 52.5542882),"32, Exerzierstraße, 13357, Exerzierstraße, Berlin, Deutschland"
Swinemünder Straße 64 13355 Berlin,POINT (13.394347 52.5476728),"64, Swinemünder Straße, 13355, Swinemünder Straße, Berlin, Deutschland"
Oudenarder Straße 1B 13347 Berlin,POINT (13.3653879 52.5535614),"1B, Oudenarder Straße, 13347, Oudenarder Straße, Berlin, Deutschland"
Soldiner Straße 33 13359 Berlin,POINT (13.3843115 52.5593605),"33, Soldiner Straße, 13359, Soldiner Straße, Berlin, Deutschland"
Edinburger Straße 39 13349 Berlin,POINT (13.3474717 52.5562542),"39, Edinburger Straße, 13349, Edinburger Straße, Berlin, Deutschland"
Seestraße 90 13347 Berlin,POINT (13.358626994071265 52.5544151),"90, Seestraße, 13347, Seestraße, Berlin, Deutschland"
Grüntaler Straße 12 13357 Berlin,POINT (13.3871449 52.5522891),"12, Grüntaler Straße, 13357, Grüntaler Straße, Berlin, Deutschland"
Grüntaler Straße 34 13359 Berlin,POINT (13.3927116 52.5556045),"34, Grüntaler Straße, 13359, Grüntaler Straße, Berlin, Deutschland"
Neue Hochstraße 44 13347 Berlin,POINT (13.375113885479681 52.5396501),"Kita Neue Hochstraße 44, 44, Neue Hochstraße, 13347, Neue Hochstraße, Berlin, Deutschland"
Malplaquetstraße 24 13347 Berlin,POINT (13.3569149 52.5519857),"24, Malplaquetstraße, 13347, Malplaquetstraße, Berlin, Deutschland"
Amsterdamer Straße 19B 13347 Berlin,POINT (13.3555959 52.550546),"19b, Amsterdamer Straße, 13347, Amsterdamer Straße, Berlin, Deutschland"
Zingster Straße 12 13357 Berlin,POINT (13.3890783 52.5512682),"12, Zingster Straße, 13357, Zingster Straße, Berlin, Deutschland"
Malplaquetstraße 37 13347 Berlin,POINT (13.3603336 52.5501413),"37, Malplaquetstraße, 13347, Malplaquetstraße, Berlin, Deutschland"
Malplaquetstraße 10 13347 Berlin,POINT (13.3606633 52.5502306),"10, Malplaquetstraße, 13347, Malplaquetstraße, Berlin, Deutschland"
Antonstraße 19 13347 Berlin,POINT (13.3650094 52.5478733),"19, Antonstraße, 13347, Antonstraße, Berlin, Deutschland"
Swinemünder Straße 65 13355 Berlin,POINT (13.3937233 52.5476546),"65, Swinemünder Straße, 13355, Swinemünder Straße, Berlin, Deutschland"
Drontheimer Straße 23 13359 Berlin,POINT (13.3766676 52.5600788),"23, Drontheimer Straße, 13359, Drontheimer Straße, Berlin, Deutschland"
Kurt-Schumacher-Damm 41 13405 Berlin,POINT (13.316120199000117 52.55536945),"Julius-Leber-Kaserne, 41, Kurt-Schumacher-Damm, 13405, Kurt-Schumacher-Damm, Berlin, Deutschland"
Prinzenallee 24 13359 Berlin,POINT (13.3850413 52.5566187),"24, Prinzenallee, 13359, Prinzenallee, Berlin, Deutschland"
Osloer Straße 105D 13359 Berlin,POINT (13.3811029 52.5547984),"105D, Osloer Straße, 13359, Osloer Straße, Berlin, Deutschland"
Liebenwalder Straße 44 13347 Berlin,POINT (13.3612453 52.5518528),"44, Liebenwalder Straße, 13347, Liebenwalder Straße, Berlin, Deutschland"
Sternstraße 9 13359 Berlin,POINT (13.390071 52.5650917),"9, Sternstraße, 13359, Sternstraße, Berlin, Deutschland"
Gustav-Meyer-Allee 2 13355 Berlin,POINT (13.3896669 52.5445089),"2, Gustav-Meyer-Allee, 13355, Gustav-Meyer-Allee, Berlin, Deutschland"
Brüsseler Straße 38 13353 Berlin,POINT (13.3492061 52.5464021),"38, Brüsseler Straße, 13353, Brüsseler Straße, Berlin, Deutschland"
Türkenstraße 20 13349 Berlin,POINT (13.3485352 52.554334),"20, Türkenstraße, 13349, Türkenstraße, Berlin, Deutschland"
Türkenstraße 4 13349 Berlin,POINT (13.3483101 52.5538116),"4, Türkenstraße, 13349, Türkenstraße, Berlin, Deutschland"
Tegeler Straße 6 13353 Berlin,POINT (13.3605666 52.5389081),"6, Tegeler Straße, 13353, Tegeler Straße, Berlin, Deutschland"
Grüntaler Straße 6 13357 Berlin,POINT (13.386382162887276 52.551287200000004),"6, Grüntaler Straße, 13357, Grüntaler Straße, Berlin, Deutschland"
Nazarethkirchstraße 49 13347 Berlin,POINT (13.359802 52.5482151),"49, Nazarethkirchstraße, 13347, Nazarethkirchstraße, Berlin, Deutschland"
Augustenburger Platz 1 13353 Berlin,POINT (13.347348079051098 52.5422251),"Deutsches Herzzentrum der Charité - Standort Augustenburger Platz, 1, Augustenburger Platz, 13353, Augustenburger Platz, Berlin, Deutschland"
Ofener Straße 4 13349 Berlin,POINT (13.3451999 52.5559711),"4, Ofener Straße, 13349, Ofener Straße, Berlin, Deutschland"
Ackerstraße 76 13355 Berlin,POINT (13.384359 52.538582),"76, Ackerstraße, 13355, Ackerstraße, Berlin, Deutschland"
Tegeler Straße 44 13353 Berlin,POINT (13.3583031 52.5400571),"44, Tegeler Straße, 13353, Tegeler Straße, Berlin, Deutschland"
Ackerstraße 104 13355 Berlin,POINT (13.380702299183351 52.5398001),"104, Ackerstraße, 13355, Ackerstraße, Berlin, Deutschland"
Groninger Straße 32 13347 Berlin,POINT (13.3618935 52.5536442),"32, Groninger Straße, 13347, Groninger Straße, Berlin, Deutschland"
Eulerstraße 19 13357 Berlin,POINT (13.3900238 52.5531529),"19, Eulerstraße, 13357, Eulerstraße, Berlin, Deutschland"
Bastianstraße 21 13357 Berlin,POINT (13.381256 52.5508678),"21, Bastianstraße, 13357, Bastianstraße, Berlin, Deutschland"
Malplaquetstraße 41 13347 Berlin,POINT (13.3611493 52.5496819),"41, Malplaquetstraße, 13347, Malplaquetstraße, Berlin, Deutschland"
Genter Straße 24 13353 Berlin,POINT (13.3565397 52.5457971),"24, Genter Straße, 13353, Genter Straße, Berlin, Deutschland"
Bristolstraße 19 13349 Berlin,POINT (13.3500489 52.5591286),"19, Bristolstraße, 13349, Bristolstraße, Berlin, Deutschland"
Plantagenstraße 9 13347 Berlin,POINT (13.3671929 52.5466525),"9, Plantagenstraße, 13347, Plantagenstraße, Berlin, Deutschland"
Groninger Straße 34 13347 Berlin,POINT (13.3618662 52.5537678),"34, Groninger Straße, 13347, Groninger Straße, Berlin, Deutschland"
Schulstraße 52 13347 Berlin,POINT (13.3703477 52.5529901),"52, Schulstraße, 13347, Schulstraße, Berlin, Deutschland"
Sparrstraße 26 13353 Berlin,POINT (13.3602389 52.5414481),"26, Sparrstraße, 13353, Sparrstraße, Berlin, Deutschland"
Glasgower Straße 25 13349 Berlin,POINT (13.34337985995461 52.556179900000004),"25, Glasgower Straße, 13349, Glasgower Straße, Berlin, Deutschland"
Grüntaler Straße 30 13357 Berlin,POINT (13.3909344 52.5545703),"30, Grüntaler Straße, 13357, Grüntaler Straße, Berlin, Deutschland"
Wriezener Straße 43 13359 Berlin,POINT (13.3879145 52.5559925),"43, Wriezener Straße, 13359, Wriezener Straße, Berlin, Deutschland"
Prinzenallee 45C 13359 Berlin,POINT (13.388385575343165 52.5591282),"Kita Fiorino, 45C, Prinzenallee, 13359, Prinzenallee, Berlin, Deutschland"
Zingster Straße 8 13357 Berlin,POINT (13.3887986 52.5509925),"8, Zingster Straße, 13357, Zingster Straße, Berlin, Deutschland"
Eulerstraße 18 13357 Berlin,POINT (13.3904383 52.5533507),"18, Eulerstraße, 13357, Eulerstraße, Berlin, Deutschland"
Ofener Straße 3 13349 Berlin,POINT (13.3448857 52.5557627),"3, Ofener Straße, 13349, Ofener Straße, Berlin, Deutschland"
Koloniestraße 7 13357 Berlin,POINT (13.3773475 52.554953),"7, Koloniestraße, 13357, Koloniestraße, Berlin, Deutschland"
Transvaalstraße 20 13351 Berlin,POINT (13.339499220285898 52.5514436),"20, Transvaalstraße, 13351, Transvaalstraße, Berlin, Deutschland"
Malplaquetstraße 35 13347 Berlin,POINT (13.3599786 52.5503412),"35, Malplaquetstraße, 13347, Malplaquetstraße, Berlin, Deutschland"
Stettiner Straße 8 13357 Berlin,POINT (13.3851974 52.5524001),"8, Stettiner Straße, 13357, Stettiner Straße, Berlin, Deutschland"
Burgsdorfstraße 13 13353 Berlin,POINT (13.3623492 52.5424886),"13, Burgsdorfstraße, 13353, Burgsdorfstraße, Berlin, Deutschland"
Exerzierstraße 26 13357 Berlin,POINT (13.3731693 52.5541815),"26, Exerzierstraße, 13357, Exerzierstraße, Berlin, Deutschland"
Tegeler Straße 13 13353 Berlin,POINT (13.3587144 52.5402687),"13, Tegeler Straße, 13353, Tegeler Straße, Berlin, Deutschland"
Soldiner Straße 70 13359 Berlin,POINT (13.381581975438014 52.559791849999996),"70, Soldiner Straße, 13359, Soldiner Straße, Berlin, Deutschland"
Stralsunder Straße 4 13355 Berlin,POINT (13.3964374 52.5405576),"4, Stralsunder Straße, 13355, Stralsunder Straße, Berlin, Deutschland"
Gerichtstraße 40 13347 Berlin,POINT (13.3636572 52.545047),"40, Gerichtstraße, 13347, Gerichtstraße, Berlin, Deutschland"
Badstraße 12 13357 Berlin,POINT (13.3851602 52.5505254),"12, Badstraße, 13357, Badstraße, Berlin, Deutschland"
Rügener Straße 1 13355 Berlin,POINT (13.3919528 52.5448748),"1, Rügener Straße, 13355, Rügener Straße, Berlin, Deutschland"
Seestraße 62 13347 Berlin,POINT (13.356986 52.552652),"62, Seestraße, 13347, Seestraße, Berlin, Deutschland"
Reinickendorfer Straße 30 13347 Berlin,POINT (13.3694945 52.5472405),"30, Reinickendorfer Straße, 13347, Reinickendorfer Straße, Berlin, Deutschland"
Reinickendorfer Straße 110 13347 Berlin,POINT (13.3692085 52.5450432),"110, Reinickendorfer Straße, 13347, Reinickendorfer Straße, Berlin, Deutschland"
Soldiner Straße 65 13359 Berlin,POINT (13.3803636 52.5601887),"65, Soldiner Straße, 13359, Soldiner Straße, Berlin, Deutschland"
Usedomer Straße 23 13355 Berlin,POINT (13.3885513 52.5394341),"23, Usedomer Straße, 13355, Usedomer Straße, Berlin, Deutschland"
Barfusstraße 13 13349 Berlin,POINT (13.3467769 52.5556015),"13, Barfusstraße, 13349, Barfusstraße, Berlin, Deutschland"
Müllerstraße 56 13349 Berlin,POINT (13.3464866 52.5538414),"56, Müllerstraße, 13349, Müllerstraße, Berlin, Deutschland"
Lüderitzstraße 3 13351 Berlin,POINT (13.3493762 52.5499518),"3, Lüderitzstraße, 13351, Lüderitzstraße, Berlin, Deutschland"
Sparrstraße 3 13353 Berlin,POINT (13.3612926 52.5416849),"3, Sparrstraße, 13353, Sparrstraße, Berlin, Deutschland"
Prinz-Eugen-Straße 8 13347 Berlin,POINT (13.3650422 52.5477255),"8, Prinz-Eugen-Straße, 13347, Prinz-Eugen-Straße, Berlin, Deutschland"
Demminer Straße 5 13355 Berlin,POINT (13.3950671 52.5412865),"5, Demminer Straße, 13355, Demminer Straße, Berlin, Deutschland"
Kongostraße 46 13351 Berlin,POINT (13.3461365 52.5522295),"46, Kongostraße, 13351, Kongostraße, Berlin, Deutschland"
Otawistraße 27 13351 Berlin,POINT (13.3385965 52.5534118),"27, Otawistraße, 13351, Otawistraße, Berlin, Deutschland"
Sparrstraße 25 13353 Berlin,POINT (13.360111 52.5415892),"25, Sparrstraße, 13353, Sparrstraße, Berlin, Deutschland"
Reinickendorfer Straße 99 13347 Berlin,POINT (13.3688611 52.5469217),"99, Reinickendorfer Straße, 13347, Reinickendorfer Straße, Berlin, Deutschland"
Edinburger Straße 13 13349 Berlin,POINT (13.3512548 52.5541252),"13, Edinburger Straße, 13349, Edinburger Straße, Berlin, Deutschland"
Adolfstraße 21 13347 Berlin,POINT (13.3665827 52.5478903),"21, Adolfstraße, 13347, Adolfstraße, Berlin, Deutschland"
Schönwalder Straße 17 13347 Berlin,POINT (13.3706158 52.5420535),"17, Schönwalder Straße, 13347, Schönwalder Straße, Berlin, Deutschland"
Reinickendorfer Straße 32 13347 Berlin,POINT (13.3694653 52.5475321),"32, Reinickendorfer Straße, 13347, Reinickendorfer Straße, Berlin, Deutschland"
Brunnenstraße 85 13355 Berlin,POINT (13.3919112 52.5441251),"85, Brunnenstraße, 13355, Brunnenstraße, Berlin, Deutschland"
Bernauer Straße 115 13355 Berlin,POINT (13.387810619482984 52.5351373),"Lazarus-Kranken- und Diakonissenhaus, 115, Bernauer Straße, 13355, Bernauer Straße, Berlin, Deutschland"
Wriezener Straße 39 13359 Berlin,POINT (13.3883126 52.5565362),"39, Wriezener Straße, 13359, Wriezener Straße, Berlin, Deutschland"
Reinickendorfer Straße 63 13347 Berlin,POINT (13.3659541 52.5536979),"63, Reinickendorfer Straße, 13347, Reinickendorfer Straße, Berlin, Deutschland"
Kameruner Straße 55 13351 Berlin,POINT (13.3483259 52.5512925),"55, Kameruner Straße, 13351, Kameruner Straße, Berlin, Deutschland"
Dubliner Straße 8 13349 Berlin,POINT (13.3421863 52.5574157),"8, Dubliner Straße, 13349, Dubliner Straße, Berlin, Deutschland"
Transvaalstraße 46 13351 Berlin,POINT (13.3448653 52.5539006),"46, Transvaalstraße, 13351, Transvaalstraße, Berlin, Deutschland"
Prinz-Eugen-Straße 16 13347 Berlin,POINT (13.363489 52.5483619),"16, Prinz-Eugen-Straße, 13347, Prinz-Eugen-Straße, Berlin, Deutschland"
Antwerpener Straße 40 13353 Berlin,POINT (13.3515967 52.5468744),"40, Antwerpener Straße, 13353, Antwerpener Straße, Berlin, Deutschland"
Osloer Straße 124 13359 Berlin,POINT (13.3897957 52.555131),"124, Osloer Straße, 13359, Osloer Straße, Berlin, Deutschland"
Müllerstraße 61 13349 Berlin,POINT (13.3436358 52.5554502),"61, Müllerstraße, 13349, Müllerstraße, Berlin, Deutschland"
Badstraße 57 13357 Berlin,POINT (13.3826998 52.5515456),"57, Badstraße, 13357, Badstraße, Berlin, Deutschland"
Lichtburgring 11 13355 Berlin,POINT (13.39842485055857 52.54759835),"KiTa Am Mauerpark, 11, Lichtburgring, 13355, Lichtburgring, Berlin, Deutschland"
Genter Straße 74 13353 Berlin,POINT (13.3509631 52.5494109),"74, Genter Straße, 13353, Genter Straße, Berlin, Deutschland"
Barfusstraße 14 13349 Berlin,POINT (13.3473642 52.5555769),"Krippe Barfusstraße, 14, Barfusstraße, 13349, Barfusstraße, Berlin, Deutschland"
Müllerstraße 64 13349 Berlin,POINT (13.3425785 52.5560566),"Kita Müllerstraße, 64, Müllerstraße, 13349, Müllerstraße, Berlin, Deutschland"
Transvaalstraße 43 13351 Berlin,POINT (13.3342492 52.5471992),"Transvaalstraße, 13351, Berlin, Deutschland"
Badstraße 10 13357 Berlin,POINT (13.3856915 52.5502094),"10, Badstraße, 13357, Badstraße, Berlin, Deutschland"
Iranische Straße 6 13347 Berlin,POINT (13.3667986 52.5553027),"6A, Iranische Straße, 13347, Iranische Straße, Berlin, Deutschland"
Müllerstraße 77 13349 Berlin,POINT (13.3372857 52.5591017),"77, Müllerstraße, 13349, Müllerstraße, Berlin, Deutschland"
Triftstraße 67 13353 Berlin,POINT (13.359780298197373 52.543334200000004),"67, Triftstraße, 13353, Triftstraße, Berlin, Deutschland"
Lynarstraße 39 13353 Berlin,POINT (13.36251039827256 52.541091800000004),"39, Lynarstraße, 13353, Lynarstraße, Berlin, Deutschland"
Soldiner Straße 31 13359 Berlin,POINT (13.3847917 52.5592272),"31, Soldiner Straße, 13359, Soldiner Straße, Berlin, Deutschland"
Tegeler Straße 18 13353 Berlin,POINT (13.3577829 52.5413169),"18, Tegeler Straße, 13353, Tegeler Straße, Berlin, Deutschland"
Ravenéstraße 10 13347 Berlin,POINT (13.372843 52.5429086),"10, Ravenéstraße, 13347, Ravenéstraße, Berlin, Deutschland"
Putbusser Straße 30 13355 Berlin,POINT (13.3917459 52.5467024),"30, Putbusser Straße, 13355, Putbusser Straße, Berlin, Deutschland"
Prinzenallee 58 13359 Berlin,POINT (13.385222838561333 52.5578938),"58, Prinzenallee, 13359, Prinzenallee, Berlin, Deutschland"
Brüsseler Straße 45 13353 Berlin,POINT (13.3513532 52.5475764),"45, Brüsseler Straße, 13353, Brüsseler Straße, Berlin, Deutschland"
Dohnagestell 8 13351 Berlin,POINT (13.3351571 52.5456706),"8, Dohnagestell, 13351, Dohnagestell, Berlin, Deutschland"
Reinickendorfer Straße 4 13347 Berlin,POINT (13.370396 52.5408184),"4, Reinickendorfer Straße, 13347, Reinickendorfer Straße, Berlin, Deutschland"
Zechliner Straße 1 13359 Berlin,POINT (13.3817038 52.5614994),"1, Zechliner Straße, 13359, Zechliner Straße, Berlin, Deutschland"
Lütticher Straße 39 13353 Berlin,POINT (13.3503071157897 52.545116750000005),"Haus Elsa Neumann (E), 39, Lütticher Straße, 13353, Lütticher Straße, Berlin, Deutschland"
